,Beta-Sitosterol,Hyperforin,Lupeol,Oleanolic acid,Betulinic acid,Ursolic acid,Bakuchiol,Retinol,Tretinoin,Epimedin C,Rapanone,Bisabolol,Tetrahydroxystilbene glucoside,Calendulin,Honokiol,Embelin,5-O-methyl-Embelin,Tanshinone IIA,Magnolol,Imperatorin,Licochalcone A,Hexylresorcinol,3-decyl-2-5-dihydroxy-benzoquinone,alpha-Arbutin,Carnosic acid,Carnosol,Eucalyptol,Pterostilbene,Linalool,Glabridin,Tea tree oil terpinen-4-ol,Capsaicin,Menthol,Kazinol B,Schizandrin A,Resveratrol,Cryptotanshinone,Formononetin,Asiatic acid,Daidzein,Oxyresveratrol,Calycosin,Wogonin,EMB-3,4-n-butylresorcinol,Azelaic acid,Genistein,Baicalein,Apigenin,Berberine,Curcumin,Paeonol,Naringenin,Acetylshikonin,Hydroquinone,Palmatine,Biochanin A,Phloretin,Salicylic acid,2-hydroxy-naphthoquinone,Ferulic acid,Physcion,Tyrosol,Sulforaphane,Spirulina-derived phycocyanin,Asiaticoside,Madecassic acid,Caffeic acid,Shikonin,Emodin,Thujin,Quercetin,Finasteride,Withaferin A,Hydroxytyrosol,Niacinamide,Rhein,Epicatechin,Aloe-emodin,Andrographolide,Ellagic acid,Epigallocatechin,Kojic acid,4-Methoxyresorcinol,EGCG,Silymarin,Procyanidin B2,Marimastat,Avenanthramide B,Theaflavin,Salvianolic acid B,Polydatin,Byakangelicin,Mulberroside A,Liquiritin,Ascorbic acid,Allantoin from Symphytum,Allantoin,Chlorogenic acid,Baicalin,Puerarin,Arbutin,Phloridzin,Salidroside,Aloin,Geniposide,Mangiferin,Saponin Re,Ginsenoside Rg1,Ginsenoside Rg3,Madecassoside,Sennoside A,Mogroside V,Glycyrrhizin,Icariin,Saikosaponin A,Hesperidin,Acteoside (Verbascoside),Paeoniflorin,Avenanthramide A,Punicalagin,Astragaloside IV,Ginsenoside Rb1,Crocin
Andrographolide,0.15730338,0.14130434,0.20253165,0.1904762,0.20481928,0.18604651,0.08974359,0.15384616,0.1392405,0.06382979,0.08108108,0.13157895,0.065789476,0.13333334,0.078947365,0.08108108,0.07692308,0.125,0.06666667,0.1097561,0.06741573,0.06944445,0.08108108,0.032258064,0.16049382,0.15853658,0.13114753,0.055555556,0.08955224,0.11363637,0.10294118,0.06666667,0.09090909,0.14117648,0.085365854,0.04477612,0.16049382,0.086419754,0.2159091,0.08,0.041666668,0.07058824,0.086419754,0.08450704,0.121212125,0.05,0.077922076,0.077922076,0.064935066,0.07777778,0.078947365,0.055555556,0.08974359,0.08219178,0.03508772,0.054945055,0.1375,0.054054055,0.06153846,0.073529415,0.065789476,0.065789476,0.07936508,0.04225352,0.072164945,0.1978022,0.1978022,0.056338027,0.102564104,0.06944445,0.05479452,0.0625,0.16666667,0.18367347,0.092307694,0.057971016,0.064935066,0.088607594,0.093333334,1.0,0.072463766,0.09090909,0.10606061,0.07042254,0.09411765,0.11702128,0.07608695,0.0625,0.082474224,0.101123594,0.1010101,0.10843374,0.08139535,0.1744186,0.11956522,0.16666667,0.10294118,0.10294118,0.10344828,0.10989011,0.11235955,0.10810811,0.1,0.102564104,0.11494253,0.12087912,0.11764706,0.17142858,0.18,0.17307693,0.16806723,0.11827957,0.09615385,0.16037735,0.11111111,0.19444445,0.10377359,0.115384616,0.15306123,0.11881188,0.10759494,0.16666667,0.16216215,0.11627907
Ellagic acid,0.041666668,0.06944445,0.015151516,0.05882353,0.028571429,0.072463766,0.0754717,0.033333335,0.050847456,0.05882353,0.13043478,0.054545455,0.06,0.09615385,0.125,0.13043478,0.12,0.0877193,0.09090909,0.18867925,0.11666667,0.13953489,0.13043478,0.028571429,0.118644066,0.15517241,0.025,0.11627907,0.022727273,0.11111111,0.06818182,0.114754096,0.023255814,0.16949153,0.08928572,0.13513513,0.08196721,0.1764706,0.067567565,0.20454545,0.14634146,0.18867925,0.25,0.11363637,0.12195122,0.060606062,0.22222222,0.30952382,0.25581396,0.078125,0.14893617,0.17073171,0.1875,0.275,0.14814815,0.0625,0.16666667,0.1627907,0.17142858,0.18421052,0.1521739,0.17777778,0.11111111,0.022222223,0.15151516,0.065789476,0.065789476,0.175,0.13725491,0.19512194,0.11363637,0.26666668,0.060606062,0.07317073,0.16216215,0.09756097,0.17391305,0.13725491,0.17391305,0.072463766,1.0,0.19148937,0.25,0.11627907,0.18181819,0.13235295,0.109375,0.036363635,0.1,0.22807017,0.10958904,0.10344828,0.06557377,0.08955224,0.11940298,0.13953489,0.093023255,0.093023255,0.114754096,0.17741935,0.18333334,0.10204082,0.12698413,0.094339624,0.15,0.072463766,0.26415095,0.032608695,0.03448276,0.032967035,0.067307696,0.15151516,0.16216215,0.06741573,0.16455697,0.041237112,0.12658228,0.11392405,0.0625,0.34920636,0.04255319,0.031578947,0.030612245,0.046153847
Epigallocatechin,0.103896104,0.074074075,0.05479452,0.078947365,0.051282052,0.09090909,0.09836066,0.04347826,0.04347826,0.064935066,0.06896552,0.09677419,0.06779661,0.09836066,0.12280702,0.06896552,0.06451613,0.07462686,0.13253012,0.10606061,0.1,0.15686275,0.06896552,0.022222223,0.11764706,0.14925373,0.0625,0.115384616,0.03773585,0.19402985,0.0754717,0.083333336,0.10204082,0.25396827,0.12698413,0.15555556,0.08571429,0.11111111,0.09876543,0.125,0.1875,0.140625,0.12903225,0.05357143,0.14285715,0.022727273,0.18181819,0.18181819,0.18518518,0.08219178,0.10344828,0.13725491,0.34,0.19607843,0.1388889,0.09859155,0.25862068,0.1764706,0.13333334,0.12244898,0.10526316,0.14545454,0.11111111,0.0,0.24637681,0.09638554,0.09638554,0.11764706,0.09677419,0.18,0.05357143,0.19642857,0.05263158,0.11363637,0.12765957,0.078431375,0.12280702,0.74358976,0.12280702,0.09090909,0.19148937,1.0,0.14583333,0.094339624,0.59574467,0.26086956,0.5,0.015151516,0.4262295,0.6666667,0.15189873,0.15625,0.08695652,0.10666667,0.23188406,0.15686275,0.055555556,0.055555556,0.14705883,0.15277778,0.15714286,0.14285715,0.17391305,0.13333334,0.14492753,0.09090909,0.16666667,0.071428575,0.07526882,0.072164945,0.08035714,0.13157895,0.12941177,0.082474224,0.09677419,0.057142857,0.20731707,0.101123594,0.09195402,0.17283951,0.053691275,0.05882353,0.067307696,0.054054055
Kojic acid,0.057142857,0.08571429,0.015384615,0.05970149,0.028985508,0.057971016,0.12,0.07017544,0.05172414,0.05970149,0.1590909,0.0754717,0.10638298,0.09803922,0.1521739,0.1590909,0.14583333,0.12962963,0.09210526,0.1923077,0.118644066,0.17073171,0.1590909,0.029411765,0.10169491,0.15789473,0.025641026,0.14634146,0.04761905,0.11290322,0.069767445,0.13559322,0.023809524,0.1724138,0.071428575,0.17142858,0.083333336,0.22916667,0.083333336,0.2682927,0.15,0.21568628,0.20408164,0.14285715,0.125,0.09677419,0.31707317,0.22727273,0.23255815,0.0625,0.17777778,0.175,0.19148937,0.25,0.15384616,0.06349207,0.16981132,0.19512194,0.1764706,0.1891892,0.15555556,0.18181819,0.18181819,0.046511628,0.15384616,0.08108108,0.08108108,0.17948718,0.1632653,0.2,0.11627907,0.2173913,0.06153846,0.115384616,0.23529412,0.1,0.17777778,0.14,0.26190478,0.10606061,0.25,0.14583333,1.0,0.11904762,0.14285715,0.16923077,0.11111111,0.056603774,0.10144927,0.15,0.12676056,0.16666667,0.06666667,0.09090909,0.15625,0.2,0.0952381,0.0952381,0.11666667,0.16129032,0.22807017,0.1521739,0.16666667,0.14,0.21428572,0.140625,0.2,0.056179777,0.05952381,0.056818184,0.067961164,0.171875,0.14864865,0.06818182,0.1375,0.05263158,0.12820514,0.12987013,0.09090909,0.12,0.042857144,0.043010753,0.05263158,0.08064516
4-Methoxyresorcinol,0.06944445,0.08219178,0.045454547,0.104477614,0.0882353,0.10144927,0.11320755,0.06666667,0.10344828,0.0882353,0.125,0.09090909,0.078431375,0.11320755,0.09803922,0.125,0.115384616,0.12280702,0.075,0.14035088,0.13114753,0.13333334,0.125,0.055555556,0.09677419,0.078125,0.023809524,0.13636364,0.06818182,0.09090909,0.08888889,0.14754099,0.069767445,0.12698413,0.05,0.12820514,0.09677419,0.10714286,0.125,0.1,0.13953489,0.12068965,0.12727273,0.10869565,0.09090909,0.0882353,0.11764706,0.11764706,0.12,0.07575758,0.19148937,0.2195122,0.11320755,0.1521739,0.13793103,0.060606062,0.12068965,0.15555556,0.19444445,0.14634146,0.17021276,0.17021276,0.10526316,0.04347826,0.083333336,0.10666667,0.10666667,0.16666667,0.1764706,0.1590909,0.08510638,0.11320755,0.09090909,0.05882353,0.125,0.175,0.16666667,0.11111111,0.14285715,0.07042254,0.11627907,0.094339624,0.11904762,1.0,0.09836066,0.097222224,0.08955224,0.13461539,0.08219178,0.09090909,0.09210526,0.08196721,0.08064516,0.071428575,0.06944445,0.0625,0.13953489,0.13953489,0.12903225,0.08695652,0.08955224,0.07692308,0.10606061,0.071428575,0.12698413,0.10144927,0.078125,0.06593407,0.057471264,0.06666667,0.097087376,0.114285715,0.086419754,0.07777778,0.093023255,0.06185567,0.083333336,0.11111111,0.101265825,0.06097561,0.07194245,0.041666668,0.06185567,0.07692308
EGCG,0.06818182,0.09090909,0.036144577,0.083333336,0.058139537,0.09411765,0.07042254,0.03846154,0.065789476,0.1097561,0.092307694,0.06944445,0.05882353,0.10144927,0.12307692,0.092307694,0.08695652,0.10958904,0.13186814,0.10810811,0.14666666,0.13333334,0.092307694,0.018518519,0.13333334,0.14666666,0.05263158,0.11666667,0.015873017,0.17105263,0.06451613,0.115384616,0.05,0.23943663,0.12676056,0.1509434,0.118421055,0.14492753,0.08888889,0.14285715,0.17857143,0.17142858,0.14492753,0.0625,0.14035088,0.05882353,0.19354838,0.17460318,0.17741935,0.1,0.140625,0.1754386,0.31034482,0.18644068,0.11111111,0.101265825,0.26153848,0.18965517,0.15384616,0.14285715,0.14285715,0.18032786,0.09259259,0.015625,0.23376623,0.08695652,0.08695652,0.13793103,0.08450704,0.19298245,0.09677419,0.1875,0.072289154,0.10309278,0.10714286,0.12280702,0.19672132,0.4528302,0.140625,0.09411765,0.18181819,0.59574467,0.14285715,0.09836066,1.0,0.24675325,0.32352942,0.04109589,0.28,0.45901638,0.1764706,0.1369863,0.12,0.0952381,0.22077923,0.13333334,0.08196721,0.08196721,0.17567568,0.16455697,0.16883117,0.12307692,0.18421052,0.11594203,0.12820514,0.12048193,0.14666666,0.055555556,0.058252428,0.056074765,0.09243698,0.17283951,0.12903225,0.09615385,0.11,0.05263158,0.2,0.12631579,0.13043478,0.16853933,0.05732484,0.054054055,0.05263158,0.0875
Silymarin,0.08163265,0.10204082,0.05376344,0.08421053,0.06185567,0.09375,0.11392405,0.06896552,0.056818184,0.072916664,0.10666667,0.085365854,0.09090909,0.086419754,0.13333334,0.10666667,0.14473684,0.09411765,0.19791667,0.16049382,0.19512194,0.1594203,0.10666667,0.03076923,0.08988764,0.12643678,0.05882353,0.16176471,0.055555556,0.16091955,0.054054055,0.22222222,0.056338027,0.2658228,0.17948718,0.140625,0.10227273,0.19736843,0.1,0.15068494,0.1641791,0.22077923,0.21333334,0.09589041,0.11594203,0.04761905,0.2112676,0.16216215,0.1971831,0.1627907,0.28787878,0.1969697,0.33333334,0.1884058,0.10714286,0.15116279,0.38235295,0.17391305,0.125,0.15151516,0.27272728,0.23529412,0.12698413,0.04054054,0.3375,0.09803922,0.09803922,0.14705883,0.2027027,0.21212122,0.1764706,0.20547946,0.06315789,0.12264151,0.15625,0.08571429,0.16438356,0.3283582,0.1971831,0.11702128,0.13235295,0.26086956,0.16923077,0.097222224,0.24675325,1.0,0.275,0.060240965,0.2413793,0.2625,0.2173913,0.21794872,0.054945055,0.11827957,0.27710843,0.19402985,0.06849315,0.06849315,0.15116279,0.18181819,0.22891566,0.21428572,0.25925925,0.2027027,0.25,0.16666667,0.20987654,0.125,0.13084112,0.12612613,0.11811024,0.25882354,0.23157895,0.10526316,0.21782178,0.12820514,0.3043478,0.2020202,0.16,0.13725491,0.07878788,0.112068966,0.118644066,0.16470589
Procyanidin B2,0.0989011,0.0625,0.045454547,0.07777778,0.043010753,0.07608695,0.093333334,0.035714287,0.035714287,0.07777778,0.05479452,0.077922076,0.083333336,0.078947365,0.12857144,0.05479452,0.051948052,0.074074075,0.18478261,0.1,0.0952381,0.13846155,0.05479452,0.0,0.083333336,0.10843374,0.04761905,0.10606061,0.029411765,0.1875,0.05882353,0.09411765,0.078125,0.22077923,0.116883114,0.13559322,0.083333336,0.103896104,0.083333336,0.114285715,0.16129032,0.11392405,0.14864865,0.04225352,0.12698413,0.016949153,0.1594203,0.14285715,0.17910448,0.08045977,0.112676054,0.12307692,0.3015873,0.15151516,0.12,0.10714286,0.23943663,0.15384616,0.118644066,0.11111111,0.114285715,0.114285715,0.10169491,0.014285714,0.32894737,0.08163265,0.08163265,0.16129032,0.10666667,0.13846155,0.04225352,0.20588236,0.043956045,0.097087376,0.1724138,0.07692308,0.112676054,0.66,0.112676054,0.07608695,0.109375,0.5,0.11111111,0.08955224,0.32352942,0.275,1.0,0.012345679,0.6451613,0.3970588,0.26190478,0.15584415,0.071428575,0.101123594,0.2345679,0.121212125,0.04347826,0.04347826,0.1923077,0.15294118,0.2,0.14492753,0.17073171,0.1369863,0.16049382,0.08791209,0.17948718,0.071428575,0.07476635,0.072072074,0.07936508,0.14772727,0.13265306,0.09090909,0.10377359,0.05882353,0.2,0.14141414,0.11111111,0.13402061,0.055214725,0.060344826,0.06779661,0.056818184
Marimastat,0.075,0.086419754,0.02631579,0.050632913,0.050632913,0.049382716,0.07936508,0.042857144,0.057971016,0.050632913,0.06779661,0.078125,0.084745765,0.046153847,0.031746034,0.06779661,0.06349207,0.073529415,0.021505376,0.072463766,0.083333336,0.05263158,0.06779661,0.044444446,0.08450704,0.06849315,0.019607844,0.03508772,0.12,0.03846154,0.074074075,0.112676054,0.078431375,0.05263158,0.014084507,0.01923077,0.04054054,0.04411765,0.05882353,0.032258064,0.01754386,0.04225352,0.05970149,0.071428575,0.017857144,0.0952381,0.03125,0.04761905,0.031746034,0.025641026,0.10169491,0.07272727,0.030303031,0.050847456,0.024390243,0.012820513,0.057142857,0.07017544,0.06122449,0.037037037,0.06666667,0.04918033,0.040816326,0.055555556,0.023529412,0.057471264,0.057471264,0.054545455,0.11290322,0.05263158,0.03448276,0.030303031,0.0945946,0.06451613,0.03846154,0.056603774,0.048387095,0.014705882,0.048387095,0.0625,0.036363635,0.015151516,0.056603774,0.13461539,0.04109589,0.060240965,0.012345679,1.0,0.023255814,0.025316456,0.057471264,0.041666668,0.04109589,0.05,0.048780486,0.09090909,0.074074075,0.074074075,0.039473683,0.05,0.03797468,0.031746034,0.051282052,0.029850746,0.05263158,0.08974359,0.04,0.04950495,0.052083332,0.05,0.05172414,0.04819277,0.043010753,0.04950495,0.04040404,0.027522936,0.041666668,0.05319149,0.054945055,0.021276595,0.08219178,0.068627454,0.046728972,0.067567565
Avenanthramide B,0.104166664,0.06930693,0.05376344,0.072916664,0.05102041,0.082474224,0.1,0.04494382,0.04494382,0.06185567,0.050632913,0.085365854,0.06329114,0.086419754,0.118421055,0.050632913,0.04819277,0.08139535,0.1734694,0.093023255,0.101123594,0.12676056,0.050632913,0.0,0.08988764,0.11363637,0.05882353,0.097222224,0.04109589,0.21686748,0.06849315,0.08791209,0.071428575,0.2195122,0.10843374,0.12307692,0.08988764,0.09638554,0.089108914,0.10526316,0.14705883,0.105882354,0.12345679,0.038961038,0.11594203,0.015384615,0.14666666,0.13157895,0.16438356,0.07526882,0.103896104,0.112676054,0.2753623,0.1388889,0.10714286,0.1,0.22077923,0.15714286,0.10769231,0.10144927,0.10526316,0.10526316,0.092307694,0.013157895,0.28915662,0.08737864,0.08737864,0.14705883,0.09876543,0.12676056,0.038961038,0.1891892,0.06315789,0.11214953,0.15625,0.07042254,0.103896104,0.5614035,0.103896104,0.082474224,0.1,0.4262295,0.10144927,0.08219178,0.28,0.2413793,0.6451613,0.023255814,1.0,0.36486486,0.25842696,0.14457831,0.06666667,0.10638298,0.20454545,0.11111111,0.054054055,0.054054055,0.17857143,0.13043478,0.1590909,0.118421055,0.14606741,0.1125,0.13636364,0.071428575,0.15294118,0.0862069,0.08035714,0.08695652,0.08396947,0.12631579,0.114285715,0.0862069,0.09821428,0.056,0.1764706,0.12264151,0.094339624,0.1262136,0.065868266,0.0661157,0.08196721,0.042105265
Theaflavin,0.1,0.086021505,0.07058824,0.09090909,0.07865169,0.101123594,0.08,0.036144577,0.048780486,0.06666667,0.08571429,0.078947365,0.05479452,0.125,0.09859155,0.08571429,0.08108108,0.088607594,0.125,0.115384616,0.09638554,0.12307692,0.08571429,0.016949153,0.11111111,0.16666667,0.048387095,0.09090909,0.029850746,0.18987341,0.05970149,0.0952381,0.07936508,0.24,0.103896104,0.118644066,0.11111111,0.15068494,0.095744684,0.16666667,0.14516129,0.17567568,0.15068494,0.073529415,0.14754099,0.03508772,0.21538462,0.1969697,0.2,0.08139535,0.09859155,0.125,0.30645162,0.22950819,0.1,0.08235294,0.24285714,0.15625,0.12068965,0.13114753,0.1,0.14925373,0.084745765,0.014492754,0.2345679,0.09375,0.09375,0.109375,0.10810811,0.17741935,0.073529415,0.22727273,0.06818182,0.13131313,0.09836066,0.078125,0.13043478,0.5471698,0.13043478,0.101123594,0.22807017,0.6666667,0.15,0.09090909,0.45901638,0.2625,0.3970588,0.025316456,0.36486486,1.0,0.14130434,0.14285715,0.085365854,0.11494253,0.2375,0.15873016,0.07575758,0.07575758,0.13580246,0.16867469,0.20253165,0.13043478,0.17283951,0.12328767,0.17721519,0.101123594,0.22972973,0.072072074,0.0754717,0.07272727,0.088709675,0.1627907,0.15789473,0.09174312,0.13725491,0.059322033,0.21505377,0.10891089,0.1010101,0.1978022,0.06875,0.060869563,0.06837607,0.069767445
Salvianolic acid B,0.078431375,0.10891089,0.040816326,0.08080808,0.07,0.07920792,0.0952381,0.07777778,0.10227273,0.10309278,0.074074075,0.08139535,0.14285715,0.08235294,0.15584415,0.074074075,0.083333336,0.07777778,0.14423077,0.12643678,0.1724138,0.10526316,0.074074075,0.014285714,0.13483146,0.12087912,0.04109589,0.12162162,0.038961038,0.12903225,0.064935066,0.18390805,0.039473683,0.18181819,0.07865169,0.13235295,0.07446808,0.11764706,0.08571429,0.11392405,0.17142858,0.12643678,0.15853658,0.06329114,0.08,0.07692308,0.125,0.16883117,0.14102565,0.06122449,0.2027027,0.15277778,0.17948718,0.116883114,0.08196721,0.06185567,0.16666667,0.16438356,0.15151516,0.11111111,0.20547946,0.11392405,0.11940298,0.051948052,0.20652173,0.08411215,0.08411215,0.24242425,0.13414635,0.10526316,0.06329114,0.16455697,0.060606062,0.09821428,0.21875,0.09589041,0.15584415,0.24,0.17105263,0.1010101,0.10958904,0.15189873,0.12676056,0.09210526,0.1764706,0.2173913,0.26190478,0.057471264,0.25842696,0.14130434,1.0,0.15116279,0.08695652,0.10204082,0.15789473,0.13513513,0.078947365,0.078947365,0.25609756,0.18681319,0.1521739,0.12658228,0.17777778,0.14814815,0.18181819,0.1010101,0.1590909,0.07438017,0.077586204,0.075,0.08955224,0.18085106,0.14150943,0.11111111,0.13392857,0.07936508,0.18095239,0.25510204,0.13207547,0.11111111,0.083333336,0.08130081,0.070866145,0.10752688
Polydatin,0.08139535,0.09195402,0.049382716,0.084337346,0.046511628,0.069767445,0.27118644,0.08108108,0.05263158,0.084337346,0.09375,0.13432837,0.14516129,0.056338027,0.125,0.09375,0.104477614,0.06666667,0.09677419,0.14084508,0.18055555,0.15517241,0.09375,0.018867925,0.07692308,0.08974359,0.05357143,0.40425533,0.0862069,0.12820514,0.048387095,0.116883114,0.050847456,0.19178082,0.08219178,0.42857143,0.07692308,0.18181819,0.07777778,0.18333334,0.3,0.14084508,0.114285715,0.08064516,0.06666667,0.039215688,0.19672132,0.10606061,0.18032786,0.0875,0.22033899,0.15789473,0.1904762,0.13114753,0.19512194,0.075,0.17391305,0.19298245,0.09259259,0.0862069,0.18333334,0.16393442,0.20833333,0.015873017,0.14634146,0.07608695,0.07608695,0.18181819,0.13432837,0.13559322,0.06349207,0.13636364,0.04761905,0.08163265,0.1509434,0.06779661,0.10769231,0.16923077,0.14285715,0.10843374,0.10344828,0.15625,0.16666667,0.08196721,0.1369863,0.21794872,0.15584415,0.041666668,0.14457831,0.14285715,0.15116279,1.0,0.06410257,0.058139537,0.453125,0.13559322,0.048387095,0.048387095,0.19444445,0.2638889,0.3283582,0.6744186,0.48333332,0.49019608,0.29850745,0.2777778,0.26865673,0.24175824,0.25581396,0.23076923,0.17272727,0.38235295,0.3164557,0.13,0.3253012,0.19,0.30487806,0.30864197,0.25609756,0.095744684,0.09271523,0.20833333,0.22680412,0.2835821
Byakangelicin,0.08045977,0.07865169,0.048780486,0.1097561,0.083333336,0.10714286,0.055555556,0.08,0.125,0.16666667,0.07575758,0.11594203,0.07462686,0.13432837,0.057971016,0.07575758,0.071428575,0.0945946,0.06185567,0.064935066,0.088607594,0.046153847,0.07575758,0.0,0.14864865,0.088607594,0.05263158,0.06349207,0.032258064,0.085365854,0.06451613,0.074074075,0.06779661,0.1,0.06666667,0.07017544,0.08974359,0.053333335,0.101123594,0.05882353,0.06451613,0.051282052,0.067567565,0.046153847,0.06557377,0.08,0.057142857,0.072463766,0.057971016,0.060240965,0.08955224,0.08064516,0.10144927,0.060606062,0.06382979,0.035714287,0.093333334,0.078125,0.13207547,0.06666667,0.125,0.07462686,0.05357143,0.015625,0.055555556,0.0989011,0.0989011,0.13793103,0.08450704,0.07936508,0.046153847,0.055555556,0.12658228,0.08080808,0.050847456,0.10344828,0.12307692,0.08450704,0.057971016,0.08139535,0.06557377,0.08695652,0.06666667,0.08064516,0.12,0.054945055,0.071428575,0.04109589,0.06666667,0.085365854,0.08695652,0.06410257,1.0,0.08235294,0.08045977,0.0625,0.118644066,0.118644066,0.115384616,0.10843374,0.05882353,0.057971016,0.071428575,0.05479452,0.060240965,0.08139535,0.061728396,0.055555556,0.058252428,0.056074765,0.06557377,0.10465116,0.05,0.11764706,0.057142857,0.05263158,0.06930693,0.07,0.094736844,0.06122449,0.07096774,0.04464286,0.05263158,0.074074075
Mulberroside A,0.10869565,0.10638298,0.105882354,0.13793103,0.11235955,0.13483146,0.05,0.09876543,0.085365854,0.1,0.08219178,0.103896104,0.038961038,0.15068494,0.051948052,0.08219178,0.077922076,0.1125,0.11,0.084337346,0.06818182,0.055555556,0.08219178,0.016129032,0.12048193,0.18987341,0.114754096,0.056338027,0.028571429,0.12790698,0.121212125,0.055555556,0.092307694,0.12941177,0.1,0.045454547,0.14814815,0.0875,0.13978495,0.08108108,0.04225352,0.084337346,0.0875,0.07042254,0.12307692,0.033333335,0.078947365,0.078947365,0.08,0.06666667,0.065789476,0.071428575,0.13513513,0.09859155,0.054545455,0.06741573,0.1392405,0.05479452,0.0625,0.09090909,0.06666667,0.08108108,0.046875,0.028169014,0.10752688,0.1368421,0.1368421,0.057142857,0.07594936,0.10144927,0.08571429,0.07692308,0.11494253,0.15,0.04477612,0.07462686,0.065789476,0.118421055,0.065789476,0.1744186,0.08955224,0.10666667,0.09090909,0.071428575,0.0952381,0.11827957,0.101123594,0.05,0.10638298,0.11494253,0.10204082,0.058139537,0.08235294,1.0,0.12087912,0.10144927,0.0882353,0.0882353,0.10465116,0.07526882,0.07692308,0.065789476,0.06521739,0.0625,0.09090909,0.10989011,0.08045977,0.08928572,0.093457945,0.09009009,0.11290322,0.072916664,0.086538464,0.119266056,0.08181818,0.094017096,0.115384616,0.07476635,0.13131313,0.09803922,0.074074075,0.096491225,0.084745765,0.055555556
Liquiritin,0.094736844,0.0927835,0.054945055,0.097826086,0.06315789,0.08421053,0.116883114,0.058139537,0.04597701,0.10989011,0.0945946,0.0875,0.064935066,0.102564104,0.12162162,0.0945946,0.103896104,0.1097561,0.13,0.13580246,0.11627907,0.14705883,0.0945946,0.015625,0.09195402,0.14285715,0.060606062,0.14925373,0.04225352,0.17857143,0.055555556,0.10227273,0.057971016,0.3611111,0.11111111,0.14516129,0.11764706,0.2361111,0.09090909,0.20588236,0.15151516,0.17948718,0.14102565,0.083333336,0.171875,0.04918033,0.18309858,0.13513513,0.16901408,0.11363637,0.1369863,0.16666667,0.40983605,0.12676056,0.13207547,0.08988764,0.26027396,0.14492753,0.09375,0.121212125,0.10810811,0.15492958,0.15,0.02739726,0.19318181,0.089108914,0.089108914,0.10144927,0.115384616,0.13043478,0.09859155,0.13157895,0.06451613,0.125,0.125,0.072463766,0.12162162,0.26086956,0.15277778,0.11956522,0.11940298,0.23188406,0.15625,0.06944445,0.22077923,0.27710843,0.2345679,0.048780486,0.20454545,0.2375,0.15789473,0.453125,0.08045977,0.12087912,1.0,0.1641791,0.07042254,0.07042254,0.14117648,0.25925925,0.31578946,0.5660377,0.3888889,0.3809524,0.27272728,0.27160493,0.2631579,0.1923077,0.2020202,0.19417475,0.1764706,0.34615386,0.3068182,0.13761468,0.3152174,0.18181819,0.45679012,0.23157895,0.25274727,0.14,0.086419754,0.17592593,0.18181819,0.24358974
Ascorbic acid,0.083333336,0.12676056,0.04477612,0.08695652,0.071428575,0.08450704,0.09090909,0.06557377,0.048387095,0.056338027,0.14583333,0.08928572,0.12,0.11111111,0.09615385,0.14583333,0.13461539,0.06557377,0.06097561,0.118644066,0.060606062,0.083333336,0.14583333,0.02631579,0.0952381,0.14754099,0.04761905,0.0625,0.06666667,0.08955224,0.06382979,0.092307694,0.093023255,0.16129032,0.04918033,0.071428575,0.078125,0.125,0.10810811,0.14285715,0.06382979,0.1,0.125,0.15555556,0.11363637,0.08571429,0.13725491,0.13725491,0.11764706,0.028571429,0.09615385,0.08510638,0.15384616,0.125,0.09677419,0.028985508,0.118644066,0.104166664,0.12820514,0.14285715,0.07692308,0.09803922,0.13157895,0.06521739,0.12857144,0.10526316,0.10526316,0.08695652,0.19607843,0.10638298,0.06122449,0.11111111,0.073529415,0.15189873,0.12195122,0.09090909,0.11764706,0.1509434,0.1632653,0.16666667,0.13953489,0.15686275,0.2,0.0625,0.13333334,0.19402985,0.121212125,0.09090909,0.11111111,0.15873016,0.13513513,0.13559322,0.0625,0.10144927,0.1641791,1.0,0.11111111,0.11111111,0.092307694,0.15151516,0.17460318,0.1632653,0.13846155,0.1509434,0.18032786,0.11594203,0.18644068,0.07692308,0.06896552,0.07777778,0.08571429,0.16176471,0.1125,0.08888889,0.11764706,0.06122449,0.12195122,0.1097561,0.11392405,0.12820514,0.06382979,0.06315789,0.072164945,0.109375
